Chromosome,Chr_Position,,
Ca21chr7_C_albicans_SC5314,867968,252,
Ca21chr7_C_albicans_SC5314,868220,174,
Ca21chr7_C_albicans_SC5314,868394,5,
Ca21chr7_C_albicans_SC5314,868399,505,
Ca21chr7_C_albicans_SC5314,868904,129,
Ca21chr7_C_albicans_SC5314,869033,421,
Ca21chr7_C_albicans_SC5314,869454,488,
Ca21chr7_C_albicans_SC5314,869942,40,
Ca21chr7_C_albicans_SC5314,869982,313,
Ca21chr7_C_albicans_SC5314,870295,33,
Ca21chr7_C_albicans_SC5314,870328,271,
Ca21chr7_C_albicans_SC5314,870599,81,
Ca21chr7_C_albicans_SC5314,870680,62,
Ca21chr7_C_albicans_SC5314,870742,67,
Ca21chr7_C_albicans_SC5314,870809,5,
Ca21chr7_C_albicans_SC5314,870814,558,
Ca21chr7_C_albicans_SC5314,871372,7,
Ca21chr7_C_albicans_SC5314,871379,391,
Ca21chr7_C_albicans_SC5314,871770,312,
Ca21chr7_C_albicans_SC5314,872082,205,
Ca21chr7_C_albicans_SC5314,872287,66,
Ca21chr7_C_albicans_SC5314,872353,250,
Ca21chr7_C_albicans_SC5314,872603,308,
Ca21chr7_C_albicans_SC5314,872911,189,
Ca21chr7_C_albicans_SC5314,873100,44,
Ca21chr7_C_albicans_SC5314,873144,259,
Ca21chr7_C_albicans_SC5314,873403,165,
Ca21chr7_C_albicans_SC5314,873568,105,
Ca21chr7_C_albicans_SC5314,873673,78,
Ca21chr7_C_albicans_SC5314,873751,150,
Ca21chr7_C_albicans_SC5314,873901,215,
Ca21chr7_C_albicans_SC5314,874116,82,
Ca21chr7_C_albicans_SC5314,874198,651,
Ca21chr7_C_albicans_SC5314,874849,332,
Ca21chr7_C_albicans_SC5314,875181,127,
Ca21chr7_C_albicans_SC5314,875308,121,
Ca21chr7_C_albicans_SC5314,875429,230,
Ca21chr7_C_albicans_SC5314,875659,345,
Ca21chr7_C_albicans_SC5314,876004,33,
Ca21chr7_C_albicans_SC5314,876037,21,
Ca21chr7_C_albicans_SC5314,876058,135,
Ca21chr7_C_albicans_SC5314,876193,153,
Ca21chr7_C_albicans_SC5314,876346,48,
Ca21chr7_C_albicans_SC5314,876394,240,
Ca21chr7_C_albicans_SC5314,876634,113,
Ca21chr7_C_albicans_SC5314,876747,22,
Ca21chr7_C_albicans_SC5314,876769,918,
Ca21chr7_C_albicans_SC5314,877687,98,
Ca21chr7_C_albicans_SC5314,877785,648,
Ca21chr7_C_albicans_SC5314,878433,303,
Ca21chr7_C_albicans_SC5314,878736,501,
Ca21chr7_C_albicans_SC5314,879237,158,
Ca21chr7_C_albicans_SC5314,879395,445,
Ca21chr7_C_albicans_SC5314,879840,49,
Ca21chr7_C_albicans_SC5314,879889,294,
Ca21chr7_C_albicans_SC5314,880183,11,
Ca21chr7_C_albicans_SC5314,880194,457,
Ca21chr7_C_albicans_SC5314,880651,45,
Ca21chr7_C_albicans_SC5314,880696,301,
Ca21chr7_C_albicans_SC5314,880997,1237,
Ca21chr7_C_albicans_SC5314,882234,42,
Ca21chr7_C_albicans_SC5314,882276,88,
Ca21chr7_C_albicans_SC5314,882364,8,
Ca21chr7_C_albicans_SC5314,882372,194,
Ca21chr7_C_albicans_SC5314,882566,371,
Ca21chr7_C_albicans_SC5314,882937,92,
Ca21chr7_C_albicans_SC5314,883029,22,
Ca21chr7_C_albicans_SC5314,883051,80,
Ca21chr7_C_albicans_SC5314,883131,123,
Ca21chr7_C_albicans_SC5314,883254,328,
Ca21chr7_C_albicans_SC5314,883582,73,
Ca21chr7_C_albicans_SC5314,883655,31,
Ca21chr7_C_albicans_SC5314,883686,27,
Ca21chr7_C_albicans_SC5314,883713,33,
Ca21chr7_C_albicans_SC5314,883746,114,
Ca21chr7_C_albicans_SC5314,883860,36,
Ca21chr7_C_albicans_SC5314,883896,1,
Ca21chr7_C_albicans_SC5314,883897,129,
Ca21chr7_C_albicans_SC5314,884026,16,
Ca21chr7_C_albicans_SC5314,884042,238,
Ca21chr7_C_albicans_SC5314,884280,172,
Ca21chr7_C_albicans_SC5314,884452,33,
Ca21chr7_C_albicans_SC5314,884485,21,
Ca21chr7_C_albicans_SC5314,884506,231,
Ca21chr7_C_albicans_SC5314,884737,185,
Ca21chr7_C_albicans_SC5314,884922,49,
Ca21chr7_C_albicans_SC5314,884971,29,
Ca21chr7_C_albicans_SC5314,885000,545,
Ca21chr7_C_albicans_SC5314,885545,551,
Ca21chr7_C_albicans_SC5314,886096,37,
Ca21chr7_C_albicans_SC5314,886133,11,
Ca21chr7_C_albicans_SC5314,886144,116,
Ca21chr7_C_albicans_SC5314,886260,93,
Ca21chr7_C_albicans_SC5314,886353,17,
Ca21chr7_C_albicans_SC5314,886370,725,
Ca21chr7_C_albicans_SC5314,887095,14,
Ca21chr7_C_albicans_SC5314,887109,274,
Ca21chr7_C_albicans_SC5314,887383,156,
Ca21chr7_C_albicans_SC5314,887539,219,
Ca21chr7_C_albicans_SC5314,887758,468,
Ca21chr7_C_albicans_SC5314,888226,252,
Ca21chr7_C_albicans_SC5314,888478,166,
Ca21chr7_C_albicans_SC5314,888644,666,
Ca21chr7_C_albicans_SC5314,889310,20,
Ca21chr7_C_albicans_SC5314,889330,185,
Ca21chr7_C_albicans_SC5314,889515,129,
Ca21chr7_C_albicans_SC5314,889644,593,
Ca21chr7_C_albicans_SC5314,890237,124,
Ca21chr7_C_albicans_SC5314,890361,43,
Ca21chr7_C_albicans_SC5314,890404,168,
Ca21chr7_C_albicans_SC5314,890572,99,
Ca21chr7_C_albicans_SC5314,890671,120,
Ca21chr7_C_albicans_SC5314,890791,877,
Ca21chr7_C_albicans_SC5314,891668,19,
Ca21chr7_C_albicans_SC5314,891687,652,
Ca21chr7_C_albicans_SC5314,892339,108,
Ca21chr7_C_albicans_SC5314,892447,186,
Ca21chr7_C_albicans_SC5314,892633,81,
Ca21chr7_C_albicans_SC5314,892714,153,
Ca21chr7_C_albicans_SC5314,892867,42,
Ca21chr7_C_albicans_SC5314,892909,255,
Ca21chr7_C_albicans_SC5314,893164,16,
Ca21chr7_C_albicans_SC5314,893180,6,
Ca21chr7_C_albicans_SC5314,893186,136,
Ca21chr7_C_albicans_SC5314,893322,144,
Ca21chr7_C_albicans_SC5314,893466,42,
Ca21chr7_C_albicans_SC5314,893508,26,
Ca21chr7_C_albicans_SC5314,893534,100,
Ca21chr7_C_albicans_SC5314,893634,332,
Ca21chr7_C_albicans_SC5314,893966,65,
Ca21chr7_C_albicans_SC5314,894031,69,
Ca21chr7_C_albicans_SC5314,894100,12,
Ca21chr7_C_albicans_SC5314,894112,1155,
Ca21chr7_C_albicans_SC5314,895267,302,
Ca21chr7_C_albicans_SC5314,895569,28,
Ca21chr7_C_albicans_SC5314,895597,358,
Ca21chr7_C_albicans_SC5314,895955,179,
Ca21chr7_C_albicans_SC5314,896134,165,
Ca21chr7_C_albicans_SC5314,896299,240,
Ca21chr7_C_albicans_SC5314,896539,162,
Ca21chr7_C_albicans_SC5314,896701,80,
Ca21chr7_C_albicans_SC5314,896781,58,
Ca21chr7_C_albicans_SC5314,896839,85,
Ca21chr7_C_albicans_SC5314,896924,175,
Ca21chr7_C_albicans_SC5314,897099,105,
Ca21chr7_C_albicans_SC5314,897204,17,
Ca21chr7_C_albicans_SC5314,897221,261,
Ca21chr7_C_albicans_SC5314,897482,12,
Ca21chr7_C_albicans_SC5314,897494,231,
Ca21chr7_C_albicans_SC5314,897725,472,
Ca21chr7_C_albicans_SC5314,898197,9,
Ca21chr7_C_albicans_SC5314,898206,332,
Ca21chr7_C_albicans_SC5314,898538,228,
Ca21chr7_C_albicans_SC5314,898766,3,
Ca21chr7_C_albicans_SC5314,898769,137,
Ca21chr7_C_albicans_SC5314,898906,74,
Ca21chr7_C_albicans_SC5314,898980,4,
Ca21chr7_C_albicans_SC5314,898984,53,
Ca21chr7_C_albicans_SC5314,899037,47,
Ca21chr7_C_albicans_SC5314,899084,250,
Ca21chr7_C_albicans_SC5314,899334,479,
Ca21chr7_C_albicans_SC5314,899813,204,
Ca21chr7_C_albicans_SC5314,900017,71,
Ca21chr7_C_albicans_SC5314,900088,23,
Ca21chr7_C_albicans_SC5314,900111,98,
Ca21chr7_C_albicans_SC5314,900209,24,
Ca21chr7_C_albicans_SC5314,900233,430,
Ca21chr7_C_albicans_SC5314,900663,90,
Ca21chr7_C_albicans_SC5314,900753,75,
Ca21chr7_C_albicans_SC5314,900828,544,
Ca21chr7_C_albicans_SC5314,901372,136,
Ca21chr7_C_albicans_SC5314,901508,114,
Ca21chr7_C_albicans_SC5314,901622,54,
Ca21chr7_C_albicans_SC5314,901676,899,
Ca21chr7_C_albicans_SC5314,902575,240,
Ca21chr7_C_albicans_SC5314,902815,228,
Ca21chr7_C_albicans_SC5314,903043,63,
Ca21chr7_C_albicans_SC5314,903106,147,
Ca21chr7_C_albicans_SC5314,903253,837,
Ca21chr7_C_albicans_SC5314,904090,151,
Ca21chr7_C_albicans_SC5314,904241,2066,
Ca21chr7_C_albicans_SC5314,906307,103,
Ca21chr7_C_albicans_SC5314,906410,374,
Ca21chr7_C_albicans_SC5314,906784,950,
Ca21chr7_C_albicans_SC5314,907734,25,
Ca21chr7_C_albicans_SC5314,907759,177,
Ca21chr7_C_albicans_SC5314,907936,24,
Ca21chr7_C_albicans_SC5314,907960,108,
Ca21chr7_C_albicans_SC5314,908068,651,
Ca21chr7_C_albicans_SC5314,908719,220,
Ca21chr7_C_albicans_SC5314,908939,3,
Ca21chr7_C_albicans_SC5314,908942,300,
Ca21chr7_C_albicans_SC5314,909242,1,
Ca21chr7_C_albicans_SC5314,909243,810,
Ca21chr7_C_albicans_SC5314,910053,116,
Ca21chr7_C_albicans_SC5314,910169,394,
Ca21chr7_C_albicans_SC5314,910563,355,
Ca21chr7_C_albicans_SC5314,910918,20,
Ca21chr7_C_albicans_SC5314,910938,302,
Ca21chr7_C_albicans_SC5314,911240,267,
Ca21chr7_C_albicans_SC5314,911507,785,
Ca21chr7_C_albicans_SC5314,912292,513,
Ca21chr7_C_albicans_SC5314,912805,424,
Ca21chr7_C_albicans_SC5314,913229,668,
Ca21chr7_C_albicans_SC5314,913897,1493,
Ca21chr7_C_albicans_SC5314,915390,141,
Ca21chr7_C_albicans_SC5314,915531,23,
Ca21chr7_C_albicans_SC5314,915554,142,
Ca21chr7_C_albicans_SC5314,915696,42,
Ca21chr7_C_albicans_SC5314,915738,23,
Ca21chr7_C_albicans_SC5314,915761,46,
Ca21chr7_C_albicans_SC5314,915807,27,
Ca21chr7_C_albicans_SC5314,915834,168,
Ca21chr7_C_albicans_SC5314,916002,3,
Ca21chr7_C_albicans_SC5314,916005,160,
Ca21chr7_C_albicans_SC5314,916165,238,
Ca21chr7_C_albicans_SC5314,916403,225,
Ca21chr7_C_albicans_SC5314,916628,18,
Ca21chr7_C_albicans_SC5314,916646,337,
Ca21chr7_C_albicans_SC5314,916983,6,
Ca21chr7_C_albicans_SC5314,916989,17,
Ca21chr7_C_albicans_SC5314,917006,176,
Ca21chr7_C_albicans_SC5314,917182,7,
Ca21chr7_C_albicans_SC5314,917189,525,
Ca21chr7_C_albicans_SC5314,917714,68,
Ca21chr7_C_albicans_SC5314,917782,128,
Ca21chr7_C_albicans_SC5314,917910,240,
Ca21chr7_C_albicans_SC5314,918150,328,
Ca21chr7_C_albicans_SC5314,918478,191,
Ca21chr7_C_albicans_SC5314,918669,385,
Ca21chr7_C_albicans_SC5314,919054,213,
Ca21chr7_C_albicans_SC5314,919267,27,
Ca21chr7_C_albicans_SC5314,919294,87,
Ca21chr7_C_albicans_SC5314,919381,18,
Ca21chr7_C_albicans_SC5314,919399,86,
Ca21chr7_C_albicans_SC5314,919485,43,
Ca21chr7_C_albicans_SC5314,919528,33,
Ca21chr7_C_albicans_SC5314,919561,309,
Ca21chr7_C_albicans_SC5314,919870,397,
Ca21chr7_C_albicans_SC5314,920267,657,
Ca21chr7_C_albicans_SC5314,920924,883,
Ca21chr7_C_albicans_SC5314,921807,86,
Ca21chr7_C_albicans_SC5314,921893,1,
Ca21chr7_C_albicans_SC5314,921894,3,
Ca21chr7_C_albicans_SC5314,921897,367,
Ca21chr7_C_albicans_SC5314,922264,1095,
Ca21chr7_C_albicans_SC5314,923359,66,
Ca21chr7_C_albicans_SC5314,923425,23,
Ca21chr7_C_albicans_SC5314,923448,116,
Ca21chr7_C_albicans_SC5314,923564,27,
Ca21chr7_C_albicans_SC5314,923591,46,
Ca21chr7_C_albicans_SC5314,923637,417,
Ca21chr7_C_albicans_SC5314,924054,46,
Ca21chr7_C_albicans_SC5314,924100,10,
Ca21chr7_C_albicans_SC5314,924110,220,
Ca21chr7_C_albicans_SC5314,924330,237,
Ca21chr7_C_albicans_SC5314,924567,824,
Ca21chr7_C_albicans_SC5314,925391,264,
Ca21chr7_C_albicans_SC5314,925655,21,
Ca21chr7_C_albicans_SC5314,925676,13,
Ca21chr7_C_albicans_SC5314,925689,78,
Ca21chr7_C_albicans_SC5314,925767,98,
Ca21chr7_C_albicans_SC5314,925865,11,
Ca21chr7_C_albicans_SC5314,925876,280,
Ca21chr7_C_albicans_SC5314,926156,6,
Ca21chr7_C_albicans_SC5314,926162,20,
Ca21chr7_C_albicans_SC5314,926182,142,
Ca21chr7_C_albicans_SC5314,926324,5,
Ca21chr7_C_albicans_SC5314,926329,199,
Ca21chr7_C_albicans_SC5314,926528,2817,
Ca21chr7_C_albicans_SC5314,929345,198,
Ca21chr7_C_albicans_SC5314,929543,10,
Ca21chr7_C_albicans_SC5314,929553,699,
Ca21chr7_C_albicans_SC5314,930252,44,
Ca21chr7_C_albicans_SC5314,930296,147,
Ca21chr7_C_albicans_SC5314,930443,180,
Ca21chr7_C_albicans_SC5314,930623,44,
Ca21chr7_C_albicans_SC5314,930667,179,
Ca21chr7_C_albicans_SC5314,930846,359,
Ca21chr7_C_albicans_SC5314,931205,13,
Ca21chr7_C_albicans_SC5314,931218,10,
Ca21chr7_C_albicans_SC5314,931228,77,
Ca21chr7_C_albicans_SC5314,931305,63,
Ca21chr7_C_albicans_SC5314,931368,180,
Ca21chr7_C_albicans_SC5314,931548,153,
Ca21chr7_C_albicans_SC5314,931701,132,
Ca21chr7_C_albicans_SC5314,931833,270,
Ca21chr7_C_albicans_SC5314,932103,21,
Ca21chr7_C_albicans_SC5314,932124,72,
Ca21chr7_C_albicans_SC5314,932196,12,
Ca21chr7_C_albicans_SC5314,932208,30,
Ca21chr7_C_albicans_SC5314,932238,180,
Ca21chr7_C_albicans_SC5314,932418,123,
Ca21chr7_C_albicans_SC5314,932541,480,
Ca21chr7_C_albicans_SC5314,933021,7,
Ca21chr7_C_albicans_SC5314,933028,126,
Ca21chr7_C_albicans_SC5314,933154,39,
Ca21chr7_C_albicans_SC5314,933193,310,
Ca21chr7_C_albicans_SC5314,933503,264,
Ca21chr7_C_albicans_SC5314,933767,804,
Ca21chr7_C_albicans_SC5314,934571,128,
Ca21chr7_C_albicans_SC5314,934699,117,
Ca21chr7_C_albicans_SC5314,934816,374,
Ca21chr7_C_albicans_SC5314,935190,32,
Ca21chr7_C_albicans_SC5314,935222,150,
Ca21chr7_C_albicans_SC5314,935372,105,
Ca21chr7_C_albicans_SC5314,935477,66,
Ca21chr7_C_albicans_SC5314,935543,246,
Ca21chr7_C_albicans_SC5314,935789,48,
Ca21chr7_C_albicans_SC5314,935837,168,
Ca21chr7_C_albicans_SC5314,936005,3,
Ca21chr7_C_albicans_SC5314,936008,451,
Ca21chr7_C_albicans_SC5314,936459,5,
Ca21chr7_C_albicans_SC5314,936464,342,
Ca21chr7_C_albicans_SC5314,936806,152,
Ca21chr7_C_albicans_SC5314,936958,61,
Ca21chr7_C_albicans_SC5314,937019,386,
Ca21chr7_C_albicans_SC5314,937405,193,
Ca21chr7_C_albicans_SC5314,937598,3,
Ca21chr7_C_albicans_SC5314,937601,432,
Ca21chr7_C_albicans_SC5314,938033,27,
Ca21chr7_C_albicans_SC5314,938060,6,
Ca21chr7_C_albicans_SC5314,938066,99,
Ca21chr7_C_albicans_SC5314,938165,126,
Ca21chr7_C_albicans_SC5314,938291,21,
Ca21chr7_C_albicans_SC5314,938312,24,
Ca21chr7_C_albicans_SC5314,938336,148,
Ca21chr7_C_albicans_SC5314,938484,443,
Ca21chr7_C_albicans_SC5314,938927,21,
Ca21chr7_C_albicans_SC5314,938948,567,
Ca21chr7_C_albicans_SC5314,939515,558,
Ca21chr7_C_albicans_SC5314,940073,25,
Ca21chr7_C_albicans_SC5314,940098,5,
Ca21chr7_C_albicans_SC5314,940103,105,
Ca21chr7_C_albicans_SC5314,940208,424,
Ca21chr7_C_albicans_SC5314,940632,17,
Ca21chr7_C_albicans_SC5314,940649,84,
Ca21chr7_C_albicans_SC5314,940733,272,
Ca21chr7_C_albicans_SC5314,941005,,504.2880901
,,,
Ca21chrR_C_albicans_SC5314,7075,115,
Ca21chrR_C_albicans_SC5314,7190,316,
Ca21chrR_C_albicans_SC5314,7506,624,
Ca21chrR_C_albicans_SC5314,8130,52,
Ca21chrR_C_albicans_SC5314,8182,49,
Ca21chrR_C_albicans_SC5314,8231,320,
Ca21chrR_C_albicans_SC5314,8551,3246,
Ca21chrR_C_albicans_SC5314,11797,535,
Ca21chrR_C_albicans_SC5314,12332,1879,
Ca21chrR_C_albicans_SC5314,14211,315,
Ca21chrR_C_albicans_SC5314,14526,111,
Ca21chrR_C_albicans_SC5314,14637,3,
Ca21chrR_C_albicans_SC5314,14640,1738,
Ca21chrR_C_albicans_SC5314,16378,3,
Ca21chrR_C_albicans_SC5314,16381,48,
Ca21chrR_C_albicans_SC5314,16429,130,
Ca21chrR_C_albicans_SC5314,16559,188,
Ca21chrR_C_albicans_SC5314,16747,176,
Ca21chrR_C_albicans_SC5314,16923,79,
Ca21chrR_C_albicans_SC5314,17002,56,
Ca21chrR_C_albicans_SC5314,17058,228,
Ca21chrR_C_albicans_SC5314,17286,54,
Ca21chrR_C_albicans_SC5314,17340,70,
Ca21chrR_C_albicans_SC5314,17410,62,
Ca21chrR_C_albicans_SC5314,17472,165,
Ca21chrR_C_albicans_SC5314,17637,255,
Ca21chrR_C_albicans_SC5314,17892,79,
Ca21chrR_C_albicans_SC5314,17971,1037,
Ca21chrR_C_albicans_SC5314,19008,429,
Ca21chrR_C_albicans_SC5314,19437,12,
Ca21chrR_C_albicans_SC5314,19449,198,
Ca21chrR_C_albicans_SC5314,19647,60,
Ca21chrR_C_albicans_SC5314,19707,1149,
Ca21chrR_C_albicans_SC5314,20856,135,
Ca21chrR_C_albicans_SC5314,20991,1887,
Ca21chrR_C_albicans_SC5314,22878,184,
Ca21chrR_C_albicans_SC5314,23062,197,
Ca21chrR_C_albicans_SC5314,23259,228,
Ca21chrR_C_albicans_SC5314,23487,583,
Ca21chrR_C_albicans_SC5314,24070,210,
Ca21chrR_C_albicans_SC5314,24280,56,
Ca21chrR_C_albicans_SC5314,24336,166,
Ca21chrR_C_albicans_SC5314,24502,501,
Ca21chrR_C_albicans_SC5314,25003,294,
Ca21chrR_C_albicans_SC5314,25297,187,
Ca21chrR_C_albicans_SC5314,25484,38,
Ca21chrR_C_albicans_SC5314,25522,141,
Ca21chrR_C_albicans_SC5314,25663,18,
Ca21chrR_C_albicans_SC5314,25681,54,
Ca21chrR_C_albicans_SC5314,25735,540,
Ca21chrR_C_albicans_SC5314,26275,492,
Ca21chrR_C_albicans_SC5314,26767,639,
Ca21chrR_C_albicans_SC5314,27406,33,
Ca21chrR_C_albicans_SC5314,27439,707,
Ca21chrR_C_albicans_SC5314,28146,192,
Ca21chrR_C_albicans_SC5314,28338,282,
Ca21chrR_C_albicans_SC5314,28620,226,
Ca21chrR_C_albicans_SC5314,28846,1577,
Ca21chrR_C_albicans_SC5314,30423,274,
Ca21chrR_C_albicans_SC5314,30697,977,
Ca21chrR_C_albicans_SC5314,31674,743,
Ca21chrR_C_albicans_SC5314,32417,131,
Ca21chrR_C_albicans_SC5314,32548,71,
Ca21chrR_C_albicans_SC5314,32619,96,
Ca21chrR_C_albicans_SC5314,32715,197,
Ca21chrR_C_albicans_SC5314,32912,36,
Ca21chrR_C_albicans_SC5314,32948,116,
Ca21chrR_C_albicans_SC5314,33064,19,
Ca21chrR_C_albicans_SC5314,33083,197,
Ca21chrR_C_albicans_SC5314,33280,780,
Ca21chrR_C_albicans_SC5314,34060,1093,
Ca21chrR_C_albicans_SC5314,35153,340,
Ca21chrR_C_albicans_SC5314,35493,113,
Ca21chrR_C_albicans_SC5314,35606,3086,
Ca21chrR_C_albicans_SC5314,38692,891,
Ca21chrR_C_albicans_SC5314,39583,27,
Ca21chrR_C_albicans_SC5314,39610,309,
Ca21chrR_C_albicans_SC5314,39919,571,
Ca21chrR_C_albicans_SC5314,40490,82,
Ca21chrR_C_albicans_SC5314,40572,286,
Ca21chrR_C_albicans_SC5314,40858,96,
Ca21chrR_C_albicans_SC5314,40954,1045,
Ca21chrR_C_albicans_SC5314,41999,162,
Ca21chrR_C_albicans_SC5314,42161,75,
Ca21chrR_C_albicans_SC5314,42236,120,
Ca21chrR_C_albicans_SC5314,42356,126,
Ca21chrR_C_albicans_SC5314,42482,54,
Ca21chrR_C_albicans_SC5314,42536,453,
Ca21chrR_C_albicans_SC5314,42989,990,
Ca21chrR_C_albicans_SC5314,43979,1153,
Ca21chrR_C_albicans_SC5314,45132,486,
Ca21chrR_C_albicans_SC5314,45618,498,
Ca21chrR_C_albicans_SC5314,46116,1220,
Ca21chrR_C_albicans_SC5314,47336,2060,
Ca21chrR_C_albicans_SC5314,49396,299,
Ca21chrR_C_albicans_SC5314,49695,979,
Ca21chrR_C_albicans_SC5314,50674,1188,
Ca21chrR_C_albicans_SC5314,51862,548,
Ca21chrR_C_albicans_SC5314,52410,614,
Ca21chrR_C_albicans_SC5314,53024,1302,
Ca21chrR_C_albicans_SC5314,54326,2046,
Ca21chrR_C_albicans_SC5314,56372,50,
Ca21chrR_C_albicans_SC5314,56422,1759,
Ca21chrR_C_albicans_SC5314,58181,1515,
Ca21chrR_C_albicans_SC5314,59696,39,
Ca21chrR_C_albicans_SC5314,59735,524,
Ca21chrR_C_albicans_SC5314,60259,768,
Ca21chrR_C_albicans_SC5314,61027,334,
Ca21chrR_C_albicans_SC5314,61361,122,
Ca21chrR_C_albicans_SC5314,61483,24,
Ca21chrR_C_albicans_SC5314,61507,18,
Ca21chrR_C_albicans_SC5314,61525,111,
Ca21chrR_C_albicans_SC5314,61636,30,
Ca21chrR_C_albicans_SC5314,61666,150,
Ca21chrR_C_albicans_SC5314,61816,93,
Ca21chrR_C_albicans_SC5314,61909,415,
Ca21chrR_C_albicans_SC5314,62324,520,
Ca21chrR_C_albicans_SC5314,62844,398,
Ca21chrR_C_albicans_SC5314,63242,694,
Ca21chrR_C_albicans_SC5314,63936,583,
Ca21chrR_C_albicans_SC5314,64519,816,
Ca21chrR_C_albicans_SC5314,65335,3,
Ca21chrR_C_albicans_SC5314,65338,2461,
Ca21chrR_C_albicans_SC5314,67799,214,
Ca21chrR_C_albicans_SC5314,68013,3,
Ca21chrR_C_albicans_SC5314,68016,602,
Ca21chrR_C_albicans_SC5314,68618,545,
Ca21chrR_C_albicans_SC5314,69163,257,
Ca21chrR_C_albicans_SC5314,69420,71,
Ca21chrR_C_albicans_SC5314,69491,146,
Ca21chrR_C_albicans_SC5314,69637,1057,
Ca21chrR_C_albicans_SC5314,70694,572,
Ca21chrR_C_albicans_SC5314,71266,68,
Ca21chrR_C_albicans_SC5314,71334,449,
Ca21chrR_C_albicans_SC5314,71783,186,
Ca21chrR_C_albicans_SC5314,71969,579,
Ca21chrR_C_albicans_SC5314,72548,372,
Ca21chrR_C_albicans_SC5314,72920,694,
Ca21chrR_C_albicans_SC5314,73614,440,
Ca21chrR_C_albicans_SC5314,74054,258,
Ca21chrR_C_albicans_SC5314,74312,76,
Ca21chrR_C_albicans_SC5314,74388,324,
Ca21chrR_C_albicans_SC5314,74712,400,
Ca21chrR_C_albicans_SC5314,75112,238,
Ca21chrR_C_albicans_SC5314,75350,1214,
Ca21chrR_C_albicans_SC5314,76564,426,
Ca21chrR_C_albicans_SC5314,76990,142,
Ca21chrR_C_albicans_SC5314,77132,149,
Ca21chrR_C_albicans_SC5314,77281,244,
Ca21chrR_C_albicans_SC5314,77525,138,
Ca21chrR_C_albicans_SC5314,77663,155,
Ca21chrR_C_albicans_SC5314,77818,41,
Ca21chrR_C_albicans_SC5314,77859,387,
Ca21chrR_C_albicans_SC5314,78246,882,
Ca21chrR_C_albicans_SC5314,79128,1916,
Ca21chrR_C_albicans_SC5314,81044,338,
Ca21chrR_C_albicans_SC5314,81382,70,
Ca21chrR_C_albicans_SC5314,81452,350,
Ca21chrR_C_albicans_SC5314,81802,936,
Ca21chrR_C_albicans_SC5314,82738,345,
Ca21chrR_C_albicans_SC5314,83083,351,
Ca21chrR_C_albicans_SC5314,83434,372,
Ca21chrR_C_albicans_SC5314,83806,77,
Ca21chrR_C_albicans_SC5314,83883,389,
Ca21chrR_C_albicans_SC5314,84272,96,
Ca21chrR_C_albicans_SC5314,84368,948,
Ca21chrR_C_albicans_SC5314,85316,2054,
Ca21chrR_C_albicans_SC5314,87370,1003,
Ca21chrR_C_albicans_SC5314,88373,19,
Ca21chrR_C_albicans_SC5314,88392,477,
Ca21chrR_C_albicans_SC5314,88869,1295,
Ca21chrR_C_albicans_SC5314,90164,709,
Ca21chrR_C_albicans_SC5314,90873,69,
Ca21chrR_C_albicans_SC5314,90942,516,
Ca21chrR_C_albicans_SC5314,91458,1085,
Ca21chrR_C_albicans_SC5314,92543,135,
Ca21chrR_C_albicans_SC5314,92678,381,
Ca21chrR_C_albicans_SC5314,93059,1656,
Ca21chrR_C_albicans_SC5314,94715,552,
Ca21chrR_C_albicans_SC5314,95267,3639,
Ca21chrR_C_albicans_SC5314,98906,389,
Ca21chrR_C_albicans_SC5314,99295,1124,
Ca21chrR_C_albicans_SC5314,100419,279,
Ca21chrR_C_albicans_SC5314,100698,464,
Ca21chrR_C_albicans_SC5314,101162,265,
Ca21chrR_C_albicans_SC5314,101427,183,
Ca21chrR_C_albicans_SC5314,101610,113,
Ca21chrR_C_albicans_SC5314,101723,385,
Ca21chrR_C_albicans_SC5314,102108,262,
Ca21chrR_C_albicans_SC5314,102370,102,
Ca21chrR_C_albicans_SC5314,102472,99,
Ca21chrR_C_albicans_SC5314,102571,33,
Ca21chrR_C_albicans_SC5314,102604,144,
Ca21chrR_C_albicans_SC5314,102748,99,
Ca21chrR_C_albicans_SC5314,102847,89,
Ca21chrR_C_albicans_SC5314,102936,22,
Ca21chrR_C_albicans_SC5314,102958,78,
Ca21chrR_C_albicans_SC5314,103036,2420,
Ca21chrR_C_albicans_SC5314,105456,534,
Ca21chrR_C_albicans_SC5314,105990,480,
Ca21chrR_C_albicans_SC5314,106470,186,
Ca21chrR_C_albicans_SC5314,106656,35,
Ca21chrR_C_albicans_SC5314,106691,94,
Ca21chrR_C_albicans_SC5314,106785,128,
Ca21chrR_C_albicans_SC5314,106913,1580,
Ca21chrR_C_albicans_SC5314,108493,6,
Ca21chrR_C_albicans_SC5314,108499,567,
Ca21chrR_C_albicans_SC5314,109066,93,
Ca21chrR_C_albicans_SC5314,109159,278,
Ca21chrR_C_albicans_SC5314,109437,634,
Ca21chrR_C_albicans_SC5314,110071,546,
Ca21chrR_C_albicans_SC5314,110617,1288,
Ca21chrR_C_albicans_SC5314,111905,26,
Ca21chrR_C_albicans_SC5314,111931,228,
Ca21chrR_C_albicans_SC5314,112159,123,
Ca21chrR_C_albicans_SC5314,112282,446,
Ca21chrR_C_albicans_SC5314,112728,677,
Ca21chrR_C_albicans_SC5314,113405,624,
