Sample Name, Recombined Chromosome, Recombination Start Site (bp),, Recombination Event Length (bp),
MAY155.GT,Ca21chrR_C_albicans_SC5314,1760038,Ca21chrR_C_albicans_SC5314:1760038,27243,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1760038,Ca21chrR_C_albicans_SC5314:1760038,27243,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1235716,Ca21chr1_C_albicans_SC5314:1235716,27294,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1361101,Ca21chr2_C_albicans_SC5314:1361101,27355,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1912560,Ca21chr1_C_albicans_SC5314:1912560,27580,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1512242,Ca21chrR_C_albicans_SC5314:1512242,27672,
MAY155.GT,Ca21chr7_C_albicans_SC5314,922264,Ca21chr7_C_albicans_SC5314:922264,27736,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1459552,Ca21chrR_C_albicans_SC5314:1459552,27805,
MAY158.GT,Ca21chr6_C_albicans_SC5314,1002074,Ca21chr6_C_albicans_SC5314:1002074,27926,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1912560,Ca21chr1_C_albicans_SC5314:1912560,27959,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1912560,Ca21chr1_C_albicans_SC5314:1912560,27959,
MAY158.GT,Ca21chr5_C_albicans_SC5314,735537,Ca21chr5_C_albicans_SC5314:735537,27982,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1121493,Ca21chrR_C_albicans_SC5314:1121493,28481,
MAY154.GT,Ca21chr3_C_albicans_SC5314,1584477,Ca21chr3_C_albicans_SC5314:1584477,28606,
MAY155.GT,Ca21chrR_C_albicans_SC5314,589818,Ca21chrR_C_albicans_SC5314:589818,28988,
MAY156.GT,Ca21chrR_C_albicans_SC5314,589818,Ca21chrR_C_albicans_SC5314:589818,28988,
MAY155.GT,Ca21chr3_C_albicans_SC5314,349276,Ca21chr3_C_albicans_SC5314:349276,28990,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1396649,Ca21chr4_C_albicans_SC5314:1396649,29532,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1144705,Ca21chr3_C_albicans_SC5314:1144705,29902,
MAY155.GT,Ca21chr3_C_albicans_SC5314,1151944,Ca21chr3_C_albicans_SC5314:1151944,29924,
MAY156.GT,Ca21chr1_C_albicans_SC5314,850910,Ca21chr1_C_albicans_SC5314:850910,29953,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2789448,Ca21chr1_C_albicans_SC5314:2789448,30131,
MAY158.GT,Ca21chr6_C_albicans_SC5314,964810,Ca21chr6_C_albicans_SC5314:964810,30140,
MAY155.GT,Ca21chr3_C_albicans_SC5314,1121516,Ca21chr3_C_albicans_SC5314:1121516,30401,
MAY156.GT,Ca21chr3_C_albicans_SC5314,1121516,Ca21chr3_C_albicans_SC5314:1121516,30401,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1994173,Ca21chr2_C_albicans_SC5314:1994173,30589,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1121705,Ca21chrR_C_albicans_SC5314:1121705,30640,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1021267,Ca21chr1_C_albicans_SC5314:1021267,30643,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1021267,Ca21chr1_C_albicans_SC5314:1021267,30643,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1021267,Ca21chr1_C_albicans_SC5314:1021267,30643,
MAY155.GT,Ca21chrR_C_albicans_SC5314,2010875,Ca21chrR_C_albicans_SC5314:2010875,30742,
MAY156.GT,Ca21chrR_C_albicans_SC5314,2010875,Ca21chrR_C_albicans_SC5314:2010875,30757,
MAY158.GT,Ca21chrR_C_albicans_SC5314,2010875,Ca21chrR_C_albicans_SC5314:2010875,30757,
MAY157.GT,Ca21chr6_C_albicans_SC5314,569112,Ca21chr6_C_albicans_SC5314:569112,31135,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1670976,Ca21chr1_C_albicans_SC5314:1670976,32390,
MAY154.GT,Ca21chr6_C_albicans_SC5314,247698,Ca21chr6_C_albicans_SC5314:247698,32575,
MAY157.GT,Ca21chr6_C_albicans_SC5314,247698,Ca21chr6_C_albicans_SC5314:247698,32575,
MAY157.GT,Ca21chr3_C_albicans_SC5314,544407,Ca21chr3_C_albicans_SC5314:544407,32651,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1916588,Ca21chr2_C_albicans_SC5314:1916588,32970,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1670976,Ca21chr1_C_albicans_SC5314:1670976,32980,
MAY157.GT,Ca21chr7_C_albicans_SC5314,533487,Ca21chr7_C_albicans_SC5314:533487,32983,
MAY158.GT,Ca21chr5_C_albicans_SC5314,688698,Ca21chr5_C_albicans_SC5314:688698,33020,
MAY158.GT,Ca21chr4_C_albicans_SC5314,156433,Ca21chr4_C_albicans_SC5314:156433,33048,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1174667,Ca21chr3_C_albicans_SC5314:1174667,33073,
MAY155.GT,Ca21chr1_C_albicans_SC5314,3003286,Ca21chr1_C_albicans_SC5314:3003286,33165,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2785647,Ca21chr1_C_albicans_SC5314:2785647,33263,
MAY155.GT,Ca21chr2_C_albicans_SC5314,985150,Ca21chr2_C_albicans_SC5314:985150,33458,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1691473,Ca21chrR_C_albicans_SC5314:1691473,33590,
MAY155.GT,Ca21chr6_C_albicans_SC5314,996349,Ca21chr6_C_albicans_SC5314:996349,33651,
MAY156.GT,Ca21chr6_C_albicans_SC5314,996349,Ca21chr6_C_albicans_SC5314:996349,33651,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1157824,Ca21chrR_C_albicans_SC5314:1157824,33866,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1024524,Ca21chr1_C_albicans_SC5314:1024524,33900,
MAY154.GT,Ca21chr3_C_albicans_SC5314,554658,Ca21chr3_C_albicans_SC5314:554658,33962,
MAY155.GT,Ca21chr3_C_albicans_SC5314,554658,Ca21chr3_C_albicans_SC5314:554658,33962,
MAY156.GT,Ca21chr3_C_albicans_SC5314,554658,Ca21chr3_C_albicans_SC5314:554658,33962,
MAY157.GT,Ca21chrR_C_albicans_SC5314,2010875,Ca21chrR_C_albicans_SC5314:2010875,34168,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1369510,Ca21chrR_C_albicans_SC5314:1369510,34314,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1369510,Ca21chrR_C_albicans_SC5314:1369510,34314,
MAY154.GT,Ca21chr2_C_albicans_SC5314,2195646,Ca21chr2_C_albicans_SC5314:2195646,34354,
MAY157.GT,Ca21chr2_C_albicans_SC5314,2195646,Ca21chr2_C_albicans_SC5314:2195646,34354,
MAY155.GT,Ca21chrR_C_albicans_SC5314,266105,Ca21chrR_C_albicans_SC5314:266105,34751,
MAY156.GT,Ca21chrR_C_albicans_SC5314,266105,Ca21chrR_C_albicans_SC5314:266105,34751,
MAY157.GT,Ca21chrR_C_albicans_SC5314,641580,Ca21chrR_C_albicans_SC5314:641580,34987,
MAY158.GT,Ca21chr5_C_albicans_SC5314,518216,Ca21chr5_C_albicans_SC5314:518216,35365,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1393292,Ca21chr1_C_albicans_SC5314:1393292,35502,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1393292,Ca21chr1_C_albicans_SC5314:1393292,35557,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1393292,Ca21chr1_C_albicans_SC5314:1393292,35557,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1393292,Ca21chr1_C_albicans_SC5314:1393292,35557,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2479045,Ca21chr1_C_albicans_SC5314:2479045,35822,
MAY158.GT,Ca21chr5_C_albicans_SC5314,651155,Ca21chr5_C_albicans_SC5314:651155,36053,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1121493,Ca21chrR_C_albicans_SC5314:1121493,36222,
MAY155.GT,Ca21chr7_C_albicans_SC5314,880651,Ca21chr7_C_albicans_SC5314:880651,36332,
MAY156.GT,Ca21chr7_C_albicans_SC5314,880651,Ca21chr7_C_albicans_SC5314:880651,36332,
MAY157.GT,Ca21chr7_C_albicans_SC5314,880651,Ca21chr7_C_albicans_SC5314:880651,36332,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1667014,Ca21chr1_C_albicans_SC5314:1667014,36352,
MAY155.GT,Ca21chr1_C_albicans_SC5314,41256,Ca21chr1_C_albicans_SC5314:41256,36455,
MAY156.GT,Ca21chr1_C_albicans_SC5314,41256,Ca21chr1_C_albicans_SC5314:41256,36455,
MAY158.GT,Ca21chr2_C_albicans_SC5314,465842,Ca21chr2_C_albicans_SC5314:465842,36518,
MAY157.GT,Ca21chr2_C_albicans_SC5314,1361101,Ca21chr2_C_albicans_SC5314:1361101,36842,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1667014,Ca21chr1_C_albicans_SC5314:1667014,36942,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2292988,Ca21chr1_C_albicans_SC5314:2292988,36968,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1498120,Ca21chr4_C_albicans_SC5314:1498120,37028,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1536874,Ca21chr4_C_albicans_SC5314:1536874,37306,
MAY154.GT,Ca21chr6_C_albicans_SC5314,972001,Ca21chr6_C_albicans_SC5314:972001,37331,
MAY155.GT,Ca21chr6_C_albicans_SC5314,972001,Ca21chr6_C_albicans_SC5314:972001,37331,
MAY156.GT,Ca21chr6_C_albicans_SC5314,972001,Ca21chr6_C_albicans_SC5314:972001,37331,
MAY157.GT,Ca21chr6_C_albicans_SC5314,972001,Ca21chr6_C_albicans_SC5314:972001,37331,
MAY157.GT,Ca21chrR_C_albicans_SC5314,493874,Ca21chrR_C_albicans_SC5314:493874,37385,
MAY158.GT,Ca21chr6_C_albicans_SC5314,356443,Ca21chr6_C_albicans_SC5314:356443,37400,
MAY156.GT,Ca21chr6_C_albicans_SC5314,513021,Ca21chr6_C_albicans_SC5314:513021,37478,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1372744,Ca21chrR_C_albicans_SC5314:1372744,37548,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1411385,Ca21chrR_C_albicans_SC5314:1411385,37594,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2292083,Ca21chr1_C_albicans_SC5314:2292083,37873,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1084842,Ca21chrR_C_albicans_SC5314:1084842,37982,
MAY154.GT,Ca21chr1_C_albicans_SC5314,871875,Ca21chr1_C_albicans_SC5314:871875,38408,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1326271,Ca21chrR_C_albicans_SC5314:1326271,38560,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1748664,Ca21chrR_C_albicans_SC5314:1748664,38617,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1748664,Ca21chrR_C_albicans_SC5314:1748664,38617,
MAY154.GT,Ca21chr7_C_albicans_SC5314,635350,Ca21chr7_C_albicans_SC5314:635350,38906,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1809617,Ca21chr2_C_albicans_SC5314:1809617,39175,
MAY158.GT,Ca21chr1_C_albicans_SC5314,850910,Ca21chr1_C_albicans_SC5314:850910,39588,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1097608,Ca21chr1_C_albicans_SC5314:1097608,39617,
MAY157.GT,Ca21chrR_C_albicans_SC5314,886921,Ca21chrR_C_albicans_SC5314:886921,39655,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1356394,Ca21chr2_C_albicans_SC5314:1356394,39674,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1459552,Ca21chrR_C_albicans_SC5314:1459552,40038,
MAY158.GT,Ca21chr6_C_albicans_SC5314,240264,Ca21chr6_C_albicans_SC5314:240264,40156,
MAY157.GT,Ca21chr7_C_albicans_SC5314,482475,Ca21chr7_C_albicans_SC5314:482475,40257,
MAY154.GT,Ca21chr2_C_albicans_SC5314,949122,Ca21chr2_C_albicans_SC5314:949122,40457,
MAY156.GT,Ca21chr2_C_albicans_SC5314,949122,Ca21chr2_C_albicans_SC5314:949122,40457,
MAY154.GT,Ca21chr1_C_albicans_SC5314,989400,Ca21chr1_C_albicans_SC5314:989400,40504,
MAY156.GT,Ca21chr1_C_albicans_SC5314,989400,Ca21chr1_C_albicans_SC5314:989400,40504,
MAY157.GT,Ca21chr7_C_albicans_SC5314,789473,Ca21chr7_C_albicans_SC5314:789473,40716,
MAY154.GT,Ca21chr1_C_albicans_SC5314,41256,Ca21chr1_C_albicans_SC5314:41256,41195,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1032474,Ca21chr2_C_albicans_SC5314:1032474,41248,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2718469,Ca21chr1_C_albicans_SC5314:2718469,41339,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2718469,Ca21chr1_C_albicans_SC5314:2718469,41339,
MAY155.GT,Ca21chrR_C_albicans_SC5314,668465,Ca21chrR_C_albicans_SC5314:668465,41471,
MAY156.GT,Ca21chrR_C_albicans_SC5314,668465,Ca21chrR_C_albicans_SC5314:668465,41471,
MAY158.GT,Ca21chrR_C_albicans_SC5314,668465,Ca21chrR_C_albicans_SC5314:668465,41471,
MAY157.GT,Ca21chr6_C_albicans_SC5314,178892,Ca21chr6_C_albicans_SC5314:178892,41623,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1377872,Ca21chrR_C_albicans_SC5314:1377872,42676,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1377872,Ca21chrR_C_albicans_SC5314:1377872,42676,
MAY154.GT,Ca21chr7_C_albicans_SC5314,880651,Ca21chr7_C_albicans_SC5314:880651,42708,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1275094,Ca21chr2_C_albicans_SC5314:1275094,42850,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1275094,Ca21chr2_C_albicans_SC5314:1275094,42850,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1064458,Ca21chrR_C_albicans_SC5314:1064458,43315,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2236317,Ca21chr1_C_albicans_SC5314:2236317,43485,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2236317,Ca21chr1_C_albicans_SC5314:2236317,43485,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2236317,Ca21chr1_C_albicans_SC5314:2236317,43485,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1235716,Ca21chr1_C_albicans_SC5314:1235716,44231,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1235716,Ca21chr1_C_albicans_SC5314:1235716,44231,
MAY158.GT,Ca21chr3_C_albicans_SC5314,206139,Ca21chr3_C_albicans_SC5314:206139,44323,
MAY156.GT,Ca21chr7_C_albicans_SC5314,119931,Ca21chr7_C_albicans_SC5314:119931,44405,
MAY158.GT,Ca21chr7_C_albicans_SC5314,119931,Ca21chr7_C_albicans_SC5314:119931,44405,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1218993,Ca21chr3_C_albicans_SC5314:1218993,44640,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1961812,Ca21chr1_C_albicans_SC5314:1961812,44695,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1961812,Ca21chr1_C_albicans_SC5314:1961812,44695,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1961812,Ca21chr1_C_albicans_SC5314:1961812,44695,
MAY158.GT,Ca21chr7_C_albicans_SC5314,65454,Ca21chr7_C_albicans_SC5314:65454,44817,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1091741,Ca21chrR_C_albicans_SC5314:1091741,44881,
MAY158.GT,Ca21chrR_C_albicans_SC5314,714020,Ca21chrR_C_albicans_SC5314:714020,44968,
MAY158.GT,Ca21chr6_C_albicans_SC5314,730391,Ca21chr6_C_albicans_SC5314:730391,44970,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1940280,Ca21chr1_C_albicans_SC5314:1940280,45074,
MAY154.GT,Ca21chr7_C_albicans_SC5314,675476,Ca21chr7_C_albicans_SC5314:675476,45859,
MAY154.GT,Ca21chr7_C_albicans_SC5314,573731,Ca21chr7_C_albicans_SC5314:573731,46254,
MAY155.GT,Ca21chr7_C_albicans_SC5314,573731,Ca21chr7_C_albicans_SC5314:573731,46254,
MAY156.GT,Ca21chr7_C_albicans_SC5314,573731,Ca21chr7_C_albicans_SC5314:573731,46254,
MAY158.GT,Ca21chr7_C_albicans_SC5314,573731,Ca21chr7_C_albicans_SC5314:573731,46254,
MAY157.GT,Ca21chrR_C_albicans_SC5314,175562,Ca21chrR_C_albicans_SC5314:175562,46579,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1851944,Ca21chrR_C_albicans_SC5314:1851944,47192,
MAY155.GT,Ca21chr4_C_albicans_SC5314,567716,Ca21chr4_C_albicans_SC5314:567716,47203,
MAY156.GT,Ca21chr4_C_albicans_SC5314,567716,Ca21chr4_C_albicans_SC5314:567716,47203,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1857422,Ca21chr2_C_albicans_SC5314:1857422,47346,
MAY158.GT,Ca21chr4_C_albicans_SC5314,867782,Ca21chr4_C_albicans_SC5314:867782,47727,
MAY158.GT,Ca21chr5_C_albicans_SC5314,600009,Ca21chr5_C_albicans_SC5314:600009,47873,
MAY158.GT,Ca21chr5_C_albicans_SC5314,220460,Ca21chr5_C_albicans_SC5314:220460,47880,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2006536,Ca21chr1_C_albicans_SC5314:2006536,48106,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1429999,Ca21chr2_C_albicans_SC5314:1429999,48300,
MAY158.GT,Ca21chr7_C_albicans_SC5314,789473,Ca21chr7_C_albicans_SC5314:789473,48340,
MAY155.GT,Ca21chr7_C_albicans_SC5314,729053,Ca21chr7_C_albicans_SC5314:729053,48356,
MAY158.GT,Ca21chr4_C_albicans_SC5314,946655,Ca21chr4_C_albicans_SC5314:946655,48558,
MAY155.GT,Ca21chrR_C_albicans_SC5314,204321,Ca21chrR_C_albicans_SC5314:204321,49333,
MAY158.GT,Ca21chrR_C_albicans_SC5314,204321,Ca21chrR_C_albicans_SC5314:204321,49333,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1857422,Ca21chr2_C_albicans_SC5314:1857422,49336,
MAY157.GT,Ca21chr3_C_albicans_SC5314,369693,Ca21chr3_C_albicans_SC5314:369693,49407,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1447657,Ca21chr4_C_albicans_SC5314:1447657,49418,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1792294,Ca21chrR_C_albicans_SC5314:1792294,49425,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1313246,Ca21chr1_C_albicans_SC5314:1313246,49482,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1313246,Ca21chr1_C_albicans_SC5314:1313246,49482,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1150841,Ca21chr1_C_albicans_SC5314:1150841,49736,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2236317,Ca21chr1_C_albicans_SC5314:2236317,50090,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2236317,Ca21chr1_C_albicans_SC5314:2236317,50090,
MAY155.GT,Ca21chr2_C_albicans_SC5314,2024945,Ca21chr2_C_albicans_SC5314:2024945,50730,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1097608,Ca21chr1_C_albicans_SC5314:1097608,51120,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1097608,Ca21chr1_C_albicans_SC5314:1097608,51120,
MAY156.GT,Ca21chr6_C_albicans_SC5314,571027,Ca21chr6_C_albicans_SC5314:571027,51942,
MAY154.GT,Ca21chr6_C_albicans_SC5314,571188,Ca21chr6_C_albicans_SC5314:571188,52103,
MAY155.GT,Ca21chr6_C_albicans_SC5314,571349,Ca21chr6_C_albicans_SC5314:571349,52264,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1285061,Ca21chrR_C_albicans_SC5314:1285061,52842,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1285061,Ca21chrR_C_albicans_SC5314:1285061,52842,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1285061,Ca21chrR_C_albicans_SC5314:1285061,52842,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1285061,Ca21chrR_C_albicans_SC5314:1285061,52842,
MAY158.GT,Ca21chr2_C_albicans_SC5314,883016,Ca21chr2_C_albicans_SC5314:883016,52899,
MAY154.GT,Ca21chr3_C_albicans_SC5314,349276,Ca21chr3_C_albicans_SC5314:349276,53146,
MAY157.GT,Ca21chr7_C_albicans_SC5314,429084,Ca21chr7_C_albicans_SC5314:429084,53362,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2949484,Ca21chr1_C_albicans_SC5314:2949484,53719,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1225725,Ca21chr1_C_albicans_SC5314:1225725,53780,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1561667,Ca21chr1_C_albicans_SC5314:1561667,54323,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1561667,Ca21chr1_C_albicans_SC5314:1561667,54323,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1561667,Ca21chr1_C_albicans_SC5314:1561667,54323,
MAY156.GT,Ca21chr7_C_albicans_SC5314,74995,Ca21chr7_C_albicans_SC5314:74995,54358,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1356394,Ca21chr2_C_albicans_SC5314:1356394,54397,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1356394,Ca21chr2_C_albicans_SC5314:1356394,54397,
MAY158.GT,Ca21chr2_C_albicans_SC5314,983337,Ca21chr2_C_albicans_SC5314:983337,54814,
MAY155.GT,Ca21chr6_C_albicans_SC5314,894054,Ca21chr6_C_albicans_SC5314:894054,54960,
MAY154.GT,Ca21chr1_C_albicans_SC5314,930861,Ca21chr1_C_albicans_SC5314:930861,55067,
MAY156.GT,Ca21chr1_C_albicans_SC5314,930861,Ca21chr1_C_albicans_SC5314:930861,55067,
MAY158.GT,Ca21chr6_C_albicans_SC5314,544154,Ca21chr6_C_albicans_SC5314:544154,55960,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1393292,Ca21chr1_C_albicans_SC5314:1393292,55984,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1563640,Ca21chr1_C_albicans_SC5314:1563640,56296,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1313246,Ca21chr1_C_albicans_SC5314:1313246,56986,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1313246,Ca21chr1_C_albicans_SC5314:1313246,56986,
MAY154.GT,Ca21chr3_C_albicans_SC5314,1151944,Ca21chr3_C_albicans_SC5314:1151944,57317,
MAY156.GT,Ca21chr3_C_albicans_SC5314,1151944,Ca21chr3_C_albicans_SC5314:1151944,57317,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2718469,Ca21chr1_C_albicans_SC5314:2718469,57630,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1597864,Ca21chr3_C_albicans_SC5314:1597864,57651,
MAY157.GT,Ca21chr3_C_albicans_SC5314,761280,Ca21chr3_C_albicans_SC5314:761280,58130,
MAY155.GT,Ca21chr1_C_albicans_SC5314,989400,Ca21chr1_C_albicans_SC5314:989400,58500,
MAY157.GT,Ca21chr2_C_albicans_SC5314,1916588,Ca21chr2_C_albicans_SC5314:1916588,58558,
MAY158.GT,Ca21chr6_C_albicans_SC5314,790131,Ca21chr6_C_albicans_SC5314:790131,59047,
MAY154.GT,Ca21chrR_C_albicans_SC5314,728130,Ca21chrR_C_albicans_SC5314:728130,59078,
MAY155.GT,Ca21chrR_C_albicans_SC5314,728130,Ca21chrR_C_albicans_SC5314:728130,59078,
MAY156.GT,Ca21chrR_C_albicans_SC5314,728130,Ca21chrR_C_albicans_SC5314:728130,59078,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2292988,Ca21chr1_C_albicans_SC5314:2292988,59284,
MAY156.GT,Ca21chr3_C_albicans_SC5314,355834,Ca21chr3_C_albicans_SC5314:355834,59704,
MAY156.GT,Ca21chr7_C_albicans_SC5314,729053,Ca21chr7_C_albicans_SC5314:729053,59705,
MAY154.GT,Ca21chr7_C_albicans_SC5314,729053,Ca21chr7_C_albicans_SC5314:729053,59714,
MAY157.GT,Ca21chr7_C_albicans_SC5314,729053,Ca21chr7_C_albicans_SC5314:729053,59714,
MAY158.GT,Ca21chr7_C_albicans_SC5314,729053,Ca21chr7_C_albicans_SC5314:729053,59714,
MAY158.GT,Ca21chr4_C_albicans_SC5314,580340,Ca21chr4_C_albicans_SC5314:580340,59827,
MAY154.GT,Ca21chr7_C_albicans_SC5314,263678,Ca21chr7_C_albicans_SC5314:263678,59846,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1546267,Ca21chrR_C_albicans_SC5314:1546267,60463,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1161996,Ca21chr1_C_albicans_SC5314:1161996,60891,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1161996,Ca21chr1_C_albicans_SC5314:1161996,60891,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1161996,Ca21chr1_C_albicans_SC5314:1161996,60891,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2942304,Ca21chr1_C_albicans_SC5314:2942304,60899,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2942304,Ca21chr1_C_albicans_SC5314:2942304,60899,
MAY158.GT,Ca21chr5_C_albicans_SC5314,452018,Ca21chr5_C_albicans_SC5314:452018,61570,
MAY158.GT,Ca21chr6_C_albicans_SC5314,487551,Ca21chr6_C_albicans_SC5314:487551,61926,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1696768,Ca21chr2_C_albicans_SC5314:1696768,62806,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2921345,Ca21chr1_C_albicans_SC5314:2921345,62877,
MAY154.GT,Ca21chr7_C_albicans_SC5314,789473,Ca21chr7_C_albicans_SC5314:789473,63270,
MAY155.GT,Ca21chr7_C_albicans_SC5314,789473,Ca21chr7_C_albicans_SC5314:789473,63270,
MAY156.GT,Ca21chr7_C_albicans_SC5314,789473,Ca21chr7_C_albicans_SC5314:789473,63270,
MAY156.GT,Ca21chr2_C_albicans_SC5314,2012357,Ca21chr2_C_albicans_SC5314:2012357,63318,
MAY154.GT,Ca21chr6_C_albicans_SC5314,790131,Ca21chr6_C_albicans_SC5314:790131,64574,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1256253,Ca21chr1_C_albicans_SC5314:1256253,64768,
MAY154.GT,Ca21chr3_C_albicans_SC5314,424870,Ca21chr3_C_albicans_SC5314:424870,64774,
MAY156.GT,Ca21chr3_C_albicans_SC5314,424870,Ca21chr3_C_albicans_SC5314:424870,64774,
MAY158.GT,Ca21chr5_C_albicans_SC5314,149248,Ca21chr5_C_albicans_SC5314:149248,64998,
MAY157.GT,Ca21chr3_C_albicans_SC5314,291027,Ca21chr3_C_albicans_SC5314:291027,65355,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1940800,Ca21chr1_C_albicans_SC5314:1940800,65707,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1773881,Ca21chrR_C_albicans_SC5314:1773881,65778,
MAY158.GT,Ca21chr6_C_albicans_SC5314,424450,Ca21chr6_C_albicans_SC5314:424450,67174,
