Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination Event Length (bp)
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,985334,40843
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1026177,3555
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1029732,19824
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1049556,35082
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1084638,17587
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1102225,336
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1102561,99675
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1202236,96131
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1298367,15420
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1313787,114594
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1428381,32442
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1460823,10144
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1470967,139039
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1610006,34013
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1644019,42754
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1686773,14938
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1701711,17369
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1719080,6961
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1726041,58317
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,1784358,10642
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,962309,9424
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,952885,91638
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,861247,119800
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,741447,58697
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,682750,11022
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,671728,44738
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,626990,102449
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,524541,37695
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,486846,3
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,486843,2464
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,484379,94702
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,389677,5817
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,383860,32581
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,351279,17095
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,334184,3799
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,330385,109983
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,220402,220402
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,1005224,84673
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,1089897,72096
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,1161993,2055
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,1164048,243070
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,1407118,49598
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,1456716,103470
Mixed_Plate_F1_140,Ca21chr4_C_albicans_SC5314,1560186,39814
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,426284,15476
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,410808,16430
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,394378,8068
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,386310,19387
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,366923,116915
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,250008,136
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,249872,143668
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,106204,5198
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,101006,27665
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,73341,688
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,72653,3113
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,69540,3
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,69537,23954
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,45583,38006
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,7577,1164
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,6413,6413
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,509209,20101
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,529310,8832
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,538142,204270
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,742412,7169
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,749581,38047
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,787628,14726
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,802354,606
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,802960,49847
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,852807,15781
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,868588,46000
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,914588,128471
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,1043059,744
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,1043803,9782
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,1053585,1789
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,1055374,57017
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,1112391,13001
Mixed_Plate_F1_140,Ca21chr5_C_albicans_SC5314,1125392,64608
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,891058,8018
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,883040,267233
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,615807,28800
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,587007,14619
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,572388,39395
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,532993,178822
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,354171,2984
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,351187,98939
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,252248,1813
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,250435,22758
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,227677,5365
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,222312,4527
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,217785,13299
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,204486,31848
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,172638,50474
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,122164,98293
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,23871,7299
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,16572,16572
Mixed_Plate_F1_140,Ca21chr6_C_albicans_SC5314,997576,32424
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,369500,2657
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,366843,79461
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,287382,189689
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,97693,10926
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,86767,86767
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,509857,288359
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,798216,5652
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,803868,8797
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,812665,27508
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,840173,29844
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,870017,4860
Mixed_Plate_F1_140,Ca21chr7_C_albicans_SC5314,874877,70123
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1708283,257821
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1450462,52727
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1397735,236
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1397499,144431
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1253068,4308
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1248760,91700
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1157060,74630
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1082430,179058
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,903372,725
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,902647,661383
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,241264,7494
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,233770,4276
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,229494,93921
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,135573,47545
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,88028,88028
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1833045,24002
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1857047,61450
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,1918497,94437
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2012934,7243
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2020177,6480
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2026657,15947
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2042604,2286
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2044890,34324
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2079214,1127
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2080341,22598
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2102939,56684
Mixed_Plate_F1_140,Ca21chrR_C_albicans_SC5314,2159623,125377
Mixed_Plate_G1_120,Ca21chr3_C_albicans_SC5314,742601,742601
Mixed_Plate_G1_120,Ca21chr3_C_albicans_SC5314,920351,874649
Mixed_Plate_G1_120,Ca21chr4_C_albicans_SC5314,952236,952236
Mixed_Plate_G1_120,Ca21chr4_C_albicans_SC5314,1005224,594776
Mixed_Plate_G1_120,Ca21chr6_C_albicans_SC5314,217785,13299
Mixed_Plate_G1_120,Ca21chr6_C_albicans_SC5314,204486,204486
Mixed_Plate_H1_122,Ca21chr3_C_albicans_SC5314,920351,874649
Mixed_Plate_H1_122,Ca21chr4_C_albicans_SC5314,1005224,594776
Mixed_Plate_H1_122,Ca21chr5_C_albicans_SC5314,426284,426284
Mixed_Plate_H1_122,Ca21chr6_C_albicans_SC5314,217785,13299
Mixed_Plate_H1_122,Ca21chr6_C_albicans_SC5314,204486,204486
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1545856,13751
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1532105,72949
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1459156,198926
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1260230,28346
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1231884,19934
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1211950,166375
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1045575,804
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1044771,38365
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1006406,19077
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,987329,71094
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,916235,73262
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,842973,50113
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,792860,7036
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,785824,17114
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,768710,241908
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,526802,10466
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,516336,44836
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,471500,23246
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,448254,26580
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,421674,11035
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,410639,3
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,410636,3075
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,407561,47140
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,360421,15067
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,345354,345354
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1615837,270874
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1886711,26987
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,1913698,192469
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2106167,23134
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2129301,18782
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2148083,106191
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2254274,10593
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2264867,54263
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2319130,2258
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2321388,86212
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2407600,17095
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2424695,25754
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2450449,78701
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2529150,4172
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2533322,240843
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2774165,2150
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2776315,133779
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2910094,43850
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2953944,44541
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,2998485,30742
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,3029227,23817
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,3053044,20466
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,3073510,23101
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,3096611,42347
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,3138958,20671
Mixed_Plate_H2_124,Ca21chr1_C_albicans_SC5314,3159629,25371
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,742601,115852
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,626749,45648
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,581101,49923
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,531178,139006
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,392172,6104
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,386068,96364
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,289704,128509
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,161195,98156
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,63039,13815
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,49224,49224
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,903993,80088
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,984081,65475
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1049556,18000
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1067556,17082
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1084638,17587
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1102225,196142
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1298367,15420
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1313787,114594
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1428381,181625
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1610006,34013
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1644019,42754
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1686773,14938
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1701711,17369
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1719080,6961
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1726041,58317
Mixed_Plate_H2_124,Ca21chr3_C_albicans_SC5314,1784358,10642
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,946445,85198
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,861247,119800
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,741447,58697
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,682750,55760
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,626990,102449
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,524541,37695
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,486846,3
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,486843,2464
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,484379,94702
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,389677,26943
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,362734,11455
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,351279,20894
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,330385,106462
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,223923,393
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,223530,223530
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,1005224,84673
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,1089897,72096
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,1161993,150380
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,1312373,94745
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,1407118,49598
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,1456716,103470
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,1560186,23664
Mixed_Plate_H2_124,Ca21chr4_C_albicans_SC5314,1583850,16150
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,426284,15476
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,410808,43885
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,366923,116915
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,250008,136
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,249872,143668
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,106204,5198
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,101006,27665
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,73341,688
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,72653,3113
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,69540,3
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,69537,23954
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,45583,38006
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,7577,1164
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,6413,6413
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,538142,204270
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,742412,7169
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,749581,38047
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,787628,14726
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,802354,606
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,802960,49847
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,852807,15781
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,868588,46000
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,914588,128471
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,1043059,744
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,1043803,9782
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,1053585,1789
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,1055374,57017
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,1112391,62771
Mixed_Plate_H2_124,Ca21chr5_C_albicans_SC5314,1175162,14838
Mixed_Plate_H2_124,Ca21chr6_C_albicans_SC5314,217785,13299
Mixed_Plate_H2_124,Ca21chr6_C_albicans_SC5314,204486,204486
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,369500,2657
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,366843,79461
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,287382,147672
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,139710,42017
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,97693,97693
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,509857,302808
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,812665,27508
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,840173,29844
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,870017,4860
Mixed_Plate_H2_124,Ca21chr7_C_albicans_SC5314,874877,70123
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,1672229,224905
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,1447324,194256
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,1253068,32397
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,1220671,63611
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,1157060,74630
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,1082430,179058
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,903372,1848
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,901524,561398
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,340126,40005
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,300121,58857
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,241264,7494
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,233770,4276
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,229494,93921
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,135573,47545
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,88028,88028
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,1918497,109883
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,2028380,14224
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,2042604,2286
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,2044890,34324
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,2079214,1127
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,2080341,22598
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,2102939,56684
Mixed_Plate_H2_124,Ca21chrR_C_albicans_SC5314,2159623,125377
P6xSC_P10_A9_128,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P10_A9_128,Ca21chr1_C_albicans_SC5314,2210455,146514
P6xSC_P10_A9_128,Ca21chr1_C_albicans_SC5314,2356969,30710
P6xSC_P10_A9_128,Ca21chr1_C_albicans_SC5314,2387679,797321
P6xSC_P10_A9_128,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P10_A9_128,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P10_A9_128,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P10_A9_128,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P10_A9_128,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P11_A10_142,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P11_A10_142,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P11_A10_142,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P11_A10_142,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P11_A10_142,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P11_A10_142,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P11_A10_142,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P11_A10_142,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P11_A10_142,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P12_A11_154,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P12_A11_154,Ca21chr4_C_albicans_SC5314,1005224,582794
P6xSC_P12_A11_154,Ca21chr4_C_albicans_SC5314,1588018,11982
P6xSC_P12_A11_154,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P12_A11_154,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P13_A12_116,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P13_A12_116,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P13_A12_116,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P13_A12_116,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P14_B1_196,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P14_B1_196,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P14_B1_196,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P14_B1_196,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P15_B2_180,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P15_B2_180,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P15_B2_180,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P16_B3_164,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P16_B3_164,Ca21chr4_C_albicans_SC5314,952885,952885
P6xSC_P16_B3_164,Ca21chr4_C_albicans_SC5314,1005224,582794
P6xSC_P16_B3_164,Ca21chr4_C_albicans_SC5314,1588018,11982
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P16_B3_164,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P20_B7_144,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P20_B7_144,Ca21chr4_C_albicans_SC5314,1005224,582794
P6xSC_P20_B7_144,Ca21chr4_C_albicans_SC5314,1588018,11982
